OSM_ID,Street_Name,Latitude,Longitude,Category
89561154,Asparagus Fern Street,-28.7295797,32.0399372,English
118759618,Aspen Lane,-29.5719123,30.4254299,English
43672161,Aspern Avenue,-29.9205358,30.8857733,English
114201060,Asplenium Street,-27.7738796,29.8971048,English
121762561,Assagay Road,-29.7710211,30.7517068,English
89090871,Assegai Road,-29.6190705,30.4129384,English
87322194,Assurance Street,-29.5986153,30.3787599,English
48403286,Aster Drive,-29.644175,31.01634,English
38160269,Aster Place,-29.8224771,30.9965301,English
45445792,Aster Road,-29.6681652,31.0498899,English
432560138,Asteria Road,-30.1157124,30.8431239,English
43672550,Asteroid Avenue,-29.908321,30.9068379,English
44099661,Astor Close,-29.9144554,30.8402144,English
61480657,Astor Road,-30.7990945,30.4121345,English
44370226,Astoria Road,-29.8995083,30.9369335,English
43671955,Astral Drive,-29.9058596,30.90111,English
432560137,Athena Road,-30.1170389,30.8448176,English
44446274,Atherstone Place,-29.9267476,30.9621736,English
44470232,Athol Paton Drive,-30.0438372,30.8854759,English
54057415,Athol Road,-30.6647433,30.510903,English
45883087,Atholpark Place,-29.6752433,31.0182633,English
44099978,Atlas Street,-29.8912473,30.8703405,English
48610836,Atterbury Road,-29.7939827,31.0195558,English
41571186,Attercliffe Road,-29.8321813,30.9219412,English
124211154,Atwell Road,-29.5988093,30.3477204,English
55881394,Auben Road,-30.7214886,30.4588696,English
48611181,Aubrey Drive,-29.761618,31.060109,English
42897154,Aubrey Road,-29.8136361,30.8438302,English
118729444,Auburn Place,-29.636905,30.4268295,English
48391611,Auckland Place,-29.7892694,31.016946,English
87439258,Augusta Road,-29.5587648,30.3863416,English
180436857,Augusta Street,-28.7711224,32.1004894,English
860944385,Ault Road,-30.9119402,30.3234113,English
39344957,Aum Road,-29.865565,30.9583037,English
78623578,Auriga Street,-27.7738544,29.9133882,English
533117817,Aurora Drive,-29.7252882,31.0694284,English
95553217,Aurora Place,-29.5419747,30.4028108,English
45242219,Aurora Road,-29.9268124,31.0003144,English
45669143,Austen Avenue,-29.6407109,31.0380372,English
45082585,Austerville Drive,-29.9393571,30.9806807,English
42897072,Austin Place,-29.8310525,30.8404818,English
45445428,Autumn Drive,-29.7183367,31.0718461,English
43672590,Autumn Place,-29.9167853,30.9171475,English
45882897,Autumnpark Avenue,-29.6774633,31.0151911,English
87265625,Ava Lane,-28.545968,29.7766076,English
48015135,Avenue Road,-27.5807344,31.2875839,English
38139091,Avis Road,-29.8243381,30.9833644,English
43672488,Aviswood Road,-29.919773,30.9060709,English
43886827,Avoca Hills Drive,-29.7531689,31.001381,English
48391688,Avoca Road,-29.7666897,31.0141843,English
98645139,Avocado Place,-29.5823619,30.4245872,English
45445794,Avocadopear Street,-29.6683638,31.0601112,English
41571304,Avon Drive,-29.8241127,30.914746,English
42897279,Avon Place,-29.8238328,30.8943362,English
459396933,Avon Road,-30.9288215,30.3074365,English
8795092,Avondale Drive,-29.5376877,31.2092048,English
48666943,Avondale Road,-29.8370288,31.0143914,English
45882686,Avonside Place,-29.6876872,31.0101323,English
42897720,Avonwold Drive,-29.8233355,30.9060793,English
45094571,Axbridge Place,-30.2204989,30.7941974,English
44370264,Axelsen Place,-29.8926788,30.9301882,English
209308455,Aylen Street,-28.7438473,31.8940455,English
41571340,Aylesbury Avenue,-29.8110887,30.9262424,English
777117324,Aylesford Avenue,-29.3501757,31.2928163,English
176328929,Ayliff Road,-30.5458831,29.4439086,English
43718204,Ayliff Street,-27.7554331,29.9377503,English
118936114,Ayliffe Road,-29.6033973,30.3207764,English
171642190,Ayob Street,-28.1584566,30.2488247,English
48782272,Ayott Avenue,-29.8718988,30.9908245,English
797845729,Ayr Avenue,-31.0242736,30.2364497,English
44121386,Ayr Close,-29.7792937,30.873188,English
48610994,Ayr Road,-29.7886243,31.0262065,English
123650872,Ayres Lane,-29.4738563,30.2533041,English
38142306,Aysgarth Avenue,-29.8300253,30.9647632,English
44370597,Ayton Road,-29.9017317,30.9719928,English
44013022,Azad Avenue,-29.5779406,31.087294,English
45669099,Azad Lane,-29.6491029,31.0534217,English
98191827,Azad Road,-29.5594091,30.4123734,English
88425933,Azalea Drive,-28.5903603,29.7964212,English
96065112,Azalea Lane,-29.5749693,30.2928625,English
758806981,Azalea Park,-29.7910154,30.8731742,English
44461085,Azalea Place,-29.9858821,30.9145014,English
42897058,Azalea Road,-29.8360569,30.8418062,English
94821312,Azalea Street,-30.8416646,30.3673777,English
863482703,Azalia Avenue,-28.9572276,31.7464842,English
116595196,Azalia Road,-29.5144814,30.2158051,English
39317637,Azalia Street,-27.7798934,30.8082234,English
181256184,Azania Circle,-29.3624423,30.6335418,English
119912705,Azelia Place,-27.7647319,29.9128037,English
193672330,Azurite Place,-29.5508476,30.4286635,English
185126370,B Gumede Street,-30.2658967,29.9341429,English
185126364,BJ Magojo Street,-30.2681161,29.9391035,English
44452066,Baba Nene Avenue,-30.0336646,30.8606125,English
48392990,Babanani Road,-29.5560852,31.1195556,English
114201064,Baccarat Street,-27.7677113,29.9188339,English
45260279,Bacus Road,-29.9124056,30.9795879,English
43751898,Badedele Place,-29.7809731,30.9006017,English
42644309,Baden Powell Drive,-29.8648069,30.8944261,English
802442216,Baden Powell Place,-29.8665253,30.8936774,English
972942910,Baden Powell Road,-30.9763176,30.268882,English
41571199,Baden Road,-29.8450653,30.9269475,English
45242221,Badenhas Place,-29.8983243,31.0252267,English
209311674,Badenhorst Street,-28.7511789,31.8837445,English
