Street,Ground Truth,DTW Distance,Normalized DTW,Similarity,System Pitch,Ground Truth Pitch,System Duration,Ground Truth Duration,System Energy,Ground Truth Energy
Msobho_Road,gt7.wav,65356.13576406281,279.2997254874479,0.0035676096302305546,184.98810930208342,163.88156740054006,0.896,7.485,0.14611759781837463,0.0030399023089557886
Ngilosi_Road,gt1.wav,19518.063885897034,278.82948408424335,0.0035736048446522797,185.38417568726592,110.64402610257652,0.8746875,2.22,0.2406432181596756,0.03645767644047737
Ngilosi_Road,gt2.wav,17143.095236075475,238.0985449454927,0.004182375933019459,185.38417568726592,99.77512861190576,0.8746875,2.28,0.2406432181596756,0.04700727015733719
Ngilosi_Road,gt3.wav,22600.977993241155,228.29270700243592,0.0043612377082249566,185.38417568726592,184.41749450475018,0.8746875,3.1425,0.2406432181596756,0.0501931756734848
Ngqwele_Road,gt1.wav,15546.869155956092,191.9366562463715,0.005183048257678129,183.2062056328467,159.03913644469006,0.768,2.5675,0.16831731796264648,0.049208804965019226
Ngqwele_Road,gt2.wav,24987.17138441706,213.56556738818,0.004660580037014308,183.2062056328467,158.01772059979507,0.768,3.6775,0.16831731796264648,0.04290946573019028
Ngqwele_Road,gt3.wav,19805.61262306288,244.51373608719604,0.004073091860102045,183.2062056328467,108.04965976060053,0.768,2.58,0.16831731796264648,0.023696966469287872
Ngqwele_Road,gt4.wav,16000.429178405786,219.18396134802447,0.0045416568667296904,183.2062056328467,144.2785459263397,0.768,2.28,0.16831731796264648,0.041518740355968475
Ngqwele_Road,gt5.wav,15222.891758311642,192.69483238369168,0.005162760346745296,183.2062056328467,149.09623352169385,0.768,2.525,0.16831731796264648,0.057271093130111694
Ngqwele_Road,gt6.wav,14495.374410743294,245.6843120464965,0.004053764066729602,183.2062056328467,112.43197124836557,0.768,1.86,0.16831731796264648,0.031343910843133926
Ngqwele_Road,gt7.wav,16136.780370298131,227.2785967647624,0.004380612173775033,183.2062056328467,110.85661948943398,0.768,2.22,0.16831731796264648,0.036956459283828735
Ngqwele_Road,gt8.wav,19824.853156734567,250.9475083130958,0.0039690807291386165,183.2062056328467,243.6371037611256,0.768,2.52,0.16831731796264648,0.05715146288275719
Njokweni_Crescent,gt1.wav,24812.017899937706,196.92077698363258,0.005052526648491769,195.37068116534405,181.42224212537008,1.12,3.87,0.20984666049480438,0.038922350853681564
Njokweni_Crescent,gt2.wav,28658.029051291363,232.99210610805986,0.004273648443243594,195.37068116534405,168.60139090478972,1.12,3.9075,0.20984666049480438,0.004003128502517939
Njokweni_Crescent,gt3.wav,17912.28670743937,279.87947980374014,0.0035602458417351573,195.37068116534405,122.70715405893311,1.12,2.04,0.20984666049480438,0.028105445206165314
Njokweni_Crescent,gt4.wav,17636.280006801222,187.62000007235343,0.00530166472068925,195.37068116534405,200.23191146058505,1.12,2.995,0.20984666049480438,0.07465849816799164
Njokweni_Crescent,gt5.wav,16454.52534047087,191.33169000547525,0.005199351183216516,195.37068116534405,146.38746652376526,1.12,2.7,0.20984666049480438,0.03321532532572746
Ntunjambili_Street,gt1.wav,24099.221211996744,264.82660672523895,0.00376185067521706,192.13639456803855,125.23244081720529,1.173375,2.82,0.1562884896993637,0.031737398356199265
Ntunjambili_Street,gt2.wav,31463.052080959435,260.0252238095821,0.0038310473808060024,192.13639456803855,95.885366908958,1.173375,3.84,0.1562884896993637,0.027734385803341866
Ntunjambili_Street,gt3.wav,16944.452097268095,245.57176952562457,0.004055614322450148,192.13639456803855,140.8138884243439,1.173375,2.1,0.1562884896993637,0.02582073211669922
