OSM_ID,Street_Name,Latitude,Longitude
47884547,Ametis Crescent,-27.7836371,30.785594
94093484,Amiel Road,-27.7443885,29.924895
44461086,Amilcar Cabral Road,-29.9965041,30.9440104
45095127,Amlock Drive,-29.7944468,30.9738191
45668983,Amman Circle,-29.6528855,31.0325897
98191794,Amod Road,-29.5568452,30.4129046
42644304,Amon Avenue,-29.879107,30.9097814
45082573,Amoora Road,-29.9491875,30.9770183
118846996,Amor Street,-29.6412998,30.3982406
45668979,Amora Drive,-29.6522215,31.0399509
44013032,Amora Knoll,-29.5843856,31.1012368
879138259,Ampere Avenue,-27.8371822,29.9952138
550424449,Amphitheatre,-29.5654015,30.354536
44102693,Amrit Road,-29.8674734,30.8106142
45082572,Amritsar Place,-29.9535256,30.959632
99047286,Amritsar Road,-29.5526654,30.3850166
45880871,Amvale Place,-29.7112596,31.005145
417433507,Amy Amber Avenue,-29.5051896,31.2010775
89476278,Amy Wilson Drive,-29.5749635,30.2850151
45669109,An-noor Crescent,-29.6482432,31.0639041
94329100,Anchor Road,-28.5728822,29.789239
44359213,Anchova Place,-29.7686434,30.9791343
45242208,Ancketill Avenue,-29.9151378,31.0219782
42644305,Anderson Road,-29.8717281,30.8816768
39316279,Anderson Street,-27.7841556,30.778412
44099951,Andes Street,-29.8922194,30.8731431
99047356,Andhra Road,-29.5533215,30.3866584
45242209,Andora Road,-29.9178359,31.0106312
44004223,Andra Drive,-29.5398676,31.1366082
776026991,Andra Street,-28.5767374,29.7849011
167105281,Andreasen Street,-30.739033,30.4417241
590069523,Andrew,-28.7916139,32.0928566
853211766,Andrew Street,-29.4796839,30.2205967
44470406,Andrew Zondo Road,-30.0650198,30.8775767
89249313,Andries Pretorious Road,-29.640399,30.390236
94084495,Andries Pretorius Avenue,-27.7378148,29.9586498
860936936,Andries Pretorius Crescent,-30.9042124,30.323091
71171294,Andries Pretorius Street,-28.8521282,30.0811257
45881401,Andromeda Street,-29.7033576,31.0009054
551004375,Andy's Amble,-29.5642599,30.3454949
48667466,Anerley Lane,-29.817257,31.0232776
48667463,Anerley Road,-29.8175925,31.0227935
44358954,Anfield Close,-29.7732009,30.9475079
121762513,Angazi Close,-29.777266,30.7468828
121762517,Angazi Crescent,-29.777955,30.7479436
43672093,Angel Place,-29.9050353,30.8575359
45242210,Angelier Road,-29.9331647,30.9972117
118820930,Angeliers Road,-29.6182954,30.3570764
44370453,Angle Road,-29.8938221,30.9456154
45883088,Anglepark Place,-29.676165,31.0171671
971656733,Anglers Lane,-31.0153267,30.2529131
39812413,Anglers Rod Road,-28.7828681,32.1028369
45881139,Anglewood Close,-29.6817007,31.0255269
43672343,Angola Road,-29.8990092,30.8748829
121763746,Angus Drive,-29.7695959,30.7571295
42897234,Angus Road,-29.8467119,30.8757392
45471573,Anil Road,-29.7575054,31.0585875
44102165,Aniseed Avenue,-29.8745605,30.7889596
136289498,Anisha Street,-29.3191562,31.2892804
44446271,Anleno Road,-29.9152629,30.9693071
45471596,Ann Abor Road,-29.760411,31.063827
107915344,Ann Arbor Road,-30.2996344,30.7464462
177089875,Ann Arbour Road,-30.3857713,30.6864293
19541643,Ann Place,-29.7841106,30.8040579
181255504,Ann Sonnenberg Street,-29.4306602,30.5698496
42644306,Anna Road,-29.8696862,30.9169088
44470223,Anna Scheepers Road,-30.0705761,30.8510299
45082579,Annabella Place,-29.9439624,30.9769571
48610788,Annan Place,-29.7991413,31.0302485
860629974,Anne Barnard Road,-30.8555772,30.3458084
58516143,Anne Place,-29.7529122,30.8445354
253576967,Anne Road,-30.562529,30.5799095
87180013,Anne Stafford Drive,-29.5756557,30.3480318
45094644,Anne Street,-30.2041375,30.7907779
39349602,Annemoon Street,-27.7806518,30.805996
42897645,Annerley Road,-29.8019863,30.8610597
46695759,Annet Drive,-29.7914783,30.9310986
48085147,Annette Avenue,-29.742352,30.6823608
47438500,Annthia Road,-29.5529259,30.2888245
45242212,Anstey Road,-29.9221137,31.0192569
89561175,Antelope Alley,-28.735596,32.0462689
38099624,Antelope Place,-29.8291357,31.0001218
119199491,Anthony Crescent,-28.7528198,31.9004171
19541615,Anthony Drive,-29.7793632,30.7975443
39725970,Anthony Lembede Avenue,-29.8537225,30.9694035
44215525,Anthony Lembede Lane,-29.9452689,30.8968796
48610637,Anthony Road,-29.8023218,31.0233225
44003083,Anthurium Place,-29.8046343,30.9916043
92032944,Anthurium Road,-30.8790919,30.3492151
94063054,Antilia Place,-27.7587299,29.9154402
48572954,Anton Lembede Street,-29.8615892,31.0105637
777703718,Anton Menne Drive,-29.0738823,30.5965892
1105534226,Antonia Avenue,-29.8543922,30.7732034
47710675,Anyanisi Walk,-29.7193125,30.9331394
1117022114,Apex Drive,-29.4918747,31.2149429
43671629,Apex Place,-29.9314017,30.9374063
44460997,Aphula Place,-29.9968236,30.895532
87361233,Apiesdoring,-28.7513666,32.0579856
125859468,Apollo Avenue,-28.7573272,31.8876961
45669148,Apollo Road,-29.6357231,31.0461915
43671922,Apollo Street,-29.9277572,30.9338352
44100029,Appalachian Street,-29.8918806,30.873779
48190241,Appalsamy Place,-29.6376857,31.0525554
771630346,Appavoo Crescent,-29.5705189,30.4003632
87361230,Appelblaar,-28.7515339,32.0586603
44099950,Appennine Street,-29.890476,30.8718518
58515951,Apple Drive,-29.7752866,30.8676365
45445965,Apple Street,-29.6698008,31.0590849
142777075,Appledore Road,-30.8931289,30.3435882
45882783,Applewood Place,-29.6866233,31.0245059
45446625,Aquamarine Drive,-29.5817712,31.0850547
855390457,Aquaries Street,-28.5330256,29.8110453
98191785,Aquarius Avenue,-29.5590754,30.422179
135762388,Aquarius Close,-29.340145,31.266996
43672603,Aquarius Road,-29.9103914,30.9170387
135762389,Aquarius Street,-29.3405812,31.2671528
94078202,Aquila Avenue,-27.7162864,29.951498
45094543,Aquileia Avenue,-30.2130605,30.7855576
98645178,Arabian Drive,-29.5893328,30.4356218
45082577,Aralia Crescent,-29.9449259,30.9713327
44461076,Araucaria Place,-29.9971367,30.9105275
105532688,Araucaria Road,-30.1003651,30.8558662
1266321465,Aravalli Lane,-29.5453925,31.1886523
44013036,Arbee Drive,-29.5719891,31.1162213
43672181,Arbenhome Crescent,-29.9182111,30.8787242
43672190,Arbor Avenue,-29.9181131,30.8896772
44470224,Arbour Lane,-30.0510975,30.8781065
45094325,Arbour Road,-30.2391546,30.7830124
48667621,Arbuckle Road,-29.8285508,31.0261759
159327591,Arbuckle Street,-29.7394395,29.5151242
44470228,Arbuthnot Street,-30.0526282,30.8785745
167105279,Arcadia Crescent,-30.7410075,30.4279058
45471832,Arcadia Link,-29.7301345,31.0753773
